id,question,theme
5329,What did Low Country provinces sign promising to support each other against Philip II?,Dutch_Republic
5330,During what year was the declaration of independence from the Spanish signed?,Dutch_Republic
5331,Who promised to support each other while defending against Philip II?,Dutch_Republic
5332,When was William of Orange assassinated?,Dutch_Republic
5333,Who agreed to turn the United Provinces into a protectorate of England?,Dutch_Republic
5334,In what year did the United Provinces become a confederacy?,Dutch_Republic
5335,In what year did the Duke of Anjou conquered the United provinces?,Dutch_Republic
5336,Who talk Antwerp in 1583?,Dutch_Republic
5337,What two rulers fought over the provinces after the assassination of William of Orange?,Dutch_Republic
5338,What treaty gave England sovereignty over the United provinces?,Dutch_Republic
5339,In what year did the Spanish Empire stopped recognizing the Republic of the Seven United Provinces?,Dutch_Republic
5340,When did Henry III leave the Netherlands?,Dutch_Republic
5341,When did the Duke of Anjou decline an offer of soverignty?,Dutch_Republic
5342,Who was sent as governer-general to the Spanish Empire?,Dutch_Republic
5343,What did Henry III do with the United Provinces  after William of Orange was assassinated?,Dutch_Republic
5344,The republican forces fled to which country?,Dutch_Republic
5345,The Napoleonic Kingdom of Holland replaced which republic?,Dutch_Republic
5346,During what period did Republican forces loose several major cities of the Netherlands?,Dutch_Republic
5347,What Republic replaced the Napoleonic Kingdom of Holland?,Dutch_Republic
5348,What happened that led to the creation of the French Republic?,Dutch_Republic
5349,Who came back to retake the Batavian Republic?,Dutch_Republic
5350,Where did the Prussian forces flee to?,Dutch_Republic
5351,What did the French Republic become under the British?,Dutch_Republic
5352,What Kingdom replaced the monarchist forces under Napoleon?,Dutch_Republic
5353,In what year did the Netherlands gain independence from France?,Dutch_Republic
5354,What names were used in the Anglo-Dutch Treaty of 1814?,Dutch_Republic
5355,The Kingdom of the Netherlands was formed by which countries?,Dutch_Republic
5356,What names were Luxembourg known by in the Anglo-Dutch Treaty of 1814?,Dutch_Republic
5357,What kingdom created a buffer state north of Belgium?,Dutch_Republic
5358,What happened to the Kingdom of the United Netherlands after France became independent?,Dutch_Republic
5359,What did the Southern provinces treaty accomplish for the Netherlands?,Dutch_Republic
5360,The Dutch Republic dominated world trade during what time?,Dutch_Republic
5361,What was the wealthiest and most urbanized region in the world during the 17th century?,Dutch_Republic
5362,What was the status of the Dutch Golden Age compared to the world?,Dutch_Republic
5363,During the 17th century what did Holland conquer?,Dutch_Republic
5364,What kind of fleet did Holland have in the 17th century?,Dutch_Republic
5365,Which city in the Netherlands has the oldest stock exchange?,Dutch_Republic
5366,The Dutch East-India Company inhabited how many cities?,Dutch_Republic
5367,Which city did the Dutch East-India Company decide to reside in after a court decided they could legally only operate in one city?,Dutch_Republic
5368,When was the oldest stock exchange founded in England?,Dutch_Republic
5369,What court founded the stock exchange in the Netherlands?,Dutch_Republic
5370,Who adopted the modern trading principles that stimulated their economy?,Dutch_Republic
5371,How many cities did the Low Countries inhabit?,Dutch_Republic
5372,The Dutch operated a slave trade from which locations?,Dutch_Republic
5373,What was one of the conquests of the Dutch Navy?,Dutch_Republic
5374,From what location did the Portugese operate a slave trade?,Dutch_Republic
5375,What was broken by Africa on the Indian Ocean and in the Orient?,Dutch_Republic
5376,Where was the Dutch navy located?,Dutch_Republic
5377,Who were the Generality Lands governed by?,Dutch_Republic
5378,The States General was made up of what?,Dutch_Republic
5379,In what order was The Hague arranged?,Dutch_Republic
5380,What was a confederation of the federal government?,Dutch_Republic
5381,What was the feudal order made up of?,Dutch_Republic
5382,Where was the federal government seated?,Dutch_Republic
5383,What was the 8th province of the Dutch Republic?,Dutch_Republic
5384,Who had more power during times of war than the raadspensionaris?,Dutch_Republic
5385,Who commanded the army?,Dutch_Republic
5386,What was the State General exempt from?,Dutch_Republic
5387,What was the stateholder denied by its tax exemption?,Dutch_Republic
5388,What was each raadspensionaris governed by?,Dutch_Republic
5389,Who commanded the representation in the States General?,Dutch_Republic
5390,Who appointed the stadtholders?,Dutch_Republic
5391,Who were always chosen as stadtholders of most of the provinces?,Dutch_Republic
5392,Which states had the same stadtholder as Holland?,Dutch_Republic
5393,Who appointed the princes of Orange?,Dutch_Republic
5394,Who was subordinate to Zeeland and Utrecht?,Dutch_Republic
5395,What were Zeeland and Utrecht always chosen as?,Dutch_Republic
5396,"What group of people supported the stadtholders, particularly the princes of Orange?",Dutch_Republic
5397,Who wanted to replace the stadtholders with a republican structure?,Dutch_Republic
5398,What conflict was there between the stadtholders and the Orangists?,Dutch_Republic
5399,What did the stadtholders hope to replace the current system with?,Dutch_Republic
5400,What was the nature of the true republican structure?,Dutch_Republic
5401,Several border territories were designated to the United Provinces after what?,Dutch_Republic
5402,The border territories assigned to the United Provinces were known as what?,Dutch_Republic
5403,What were the names of the border territories assigned to the United Provinces?,Dutch_Republic
5404,In 1715 what was assigned to the United Provinces?,Dutch_Republic
5405,What was the Maastricht assigned to the United Provinces known as?,Dutch_Republic
5406,When were several border territories assigned to the Staats-Oppergelre?,Dutch_Republic
5407,What was federally-governed Maastricht?,Dutch_Republic
5408,Some shipping expeditions were mostly initiated by which provinces?,Dutch_Republic
5409,What companies were the shipping expedition in control of?,Dutch_Republic
5410,What were Holland and Zeeland in control of?,Dutch_Republic
5411,What endeavor was started by the VOC and the WIC?,Dutch_Republic
5412,"Who described the Dutch confederacy as exhibiting ""Imbecility in the government; discord among the provinces; foreign influence and indignities; a precarious existence in peace, and peculiar calamities from war.""",Dutch_Republic
5413,The American Declaration of Independence is similar to what?,Dutch_Republic
5414,What shows the framers of the US Constitution were influenced by the Dutch confederacy?,Dutch_Republic
5415,What is one trait James Madison mentions the United Provinces show?,Dutch_Republic
5416,What is similar to the Federalist No. 20?,Dutch_Republic
5417,What did the Union state that every person should be free to choose?,Dutch_Republic
5418,Who was a strong supporter of freedom of religion and wanted to unite Protestants and Catholics in the new union?,Dutch_Republic
5419,What was forbidden in all provinces?,Dutch_Republic
5420,When was every other province only permitted to accept Calvinism in practice?,Dutch_Republic
5421,What religious questions were forbidden under the union?,Dutch_Republic
5422,What group became the strong supporter in the republic?,Dutch_Republic
5423,What was one reason for the large amounts of immigration of religious refugees from other parts of Europe?,Dutch_Republic
5424,What did religious refugees have to conform to when holding public office?,Dutch_Republic
5425,What could religious refugees be fined when opening their homes to services?,Dutch_Republic
5426,Who did most services put the focus on in the beginning?,Dutch_Republic
5427,The controversy surrounding the subject of predestination is known as what?,Dutch_Republic
5428,What led to the banning of the Remonstrant faith in 1618?,Dutch_Republic
5429,When was there controversy within the Synod of Dort?,Dutch_Republic
5430,Where did controversy appear around banning of the Remonstrat faith?,Dutch_Republic
5431,What did disagreement about the Synod of Dort become known as?,Dutch_Republic
5432,During what period did services move to a state of tolerance?,Dutch_Republic
5433,What changed from religious services to private churches?,Dutch_Republic
5434,What was actively persecuted when taking place in private churches?,Dutch_Republic
5435,Where was active persecution taking place?,Dutch_Republic
5436,"What language does the word ""symbiosis"" come from?",Symbiosis
5437,What nationality was Heinrich Anton de Bary?,Symbiosis
5438,What nationality was Albert Bernhard Frank?,Symbiosis
5439,"When was the the word ""symbiosis"" discovered?",Symbiosis
5440,"What year did Albert Bernhard Frank agree to define ""symbiosis"" as ""the living together of unlike organisms.""?",Symbiosis
5441,How long did it take for scientists to stop using the narrow definition of symbiosis?,Symbiosis
5442,How long did it take for scientists to discover symbiosis?,Symbiosis
5443,What is the type of symbiotic relationship where the symbionts can live together but can also survive alone?,Symbiosis
5444,What is the type of symbiotic relationship where two organisms can survive without fungal symbionts?,Symbiosis
5445,What is the type of symbiotic relationship where many organisms must depend on photosynthetic symbionts?,Symbiosis
5446,What is it called when one symbiont lives within its partner?,Symbiosis
5447,What organism lives in a state of both ectosymbiosis and endosymbiosis?,Symbiosis
5448,What is it called when one symbiont lives within and has a bodily union with its partner?,Symbiosis
5449,What do bacterial endosymbionts give necessary nutrition to?,Symbiosis
5450,What is the name of a bacteria inside of tree roots?,Symbiosis
5451,What endosymbionts live in coral? ,Symbiosis
5452,What percent of alder tree root nodules provide essential nutrients to insects?,Symbiosis
5453,"What organism includes diverse microbiomes, rhizobia, nitrogen-fixing bacteria, and single-celled algae?",Symbiosis
5454,What percent of rhizobia and nitrogen-fixing bacteria live in alder tree root nodules?,Symbiosis
5455,What organisms are described as living on the surface of whales?,Symbiosis
5456,Name a parasitic ectosymbiont.,Symbiosis
5457,What is another name for ectosymbiosis?,Symbiosis
5458,What mutualist ectosymbionts clean the barnacles that attach themselves to the jaw of baleen whales?,Symbiosis
5459,What ectoparasites are also considered commensal ectosymbionts and mutualist ectosymbionts?,Symbiosis
5460,What ectoparasites live on the body surface of cleaner fish?,Symbiosis
5461,What is another term for mutualism?,Symbiosis
5462,Of what duration are symbiotic relationships?,Symbiosis
5463,What is a term for a relationship between individuals of the same species where both individuals benefit?,Symbiosis
5464,What time span involving gradual biochemical contact can properly be considered symbiotic?,Symbiosis
5465,What must interspecies reciprocal altruism be considered to fit the the definition of symbiosis?,Symbiosis
5466,What mutualistic relationships fit the the definition of symbiosis?,Symbiosis
5467,What type of relationship do herbivores have with the bacteria in their intestines?,Symbiosis
5468,What do coral and algae produce together?,Symbiosis
5469,How do plants contribute to terrestrial ecosystems?,Symbiosis
5470,What type of fungus draws liquid and minerals out of the earth?,Symbiosis
5471,Where do the mycorrhyzal fungi go to after extracting water and minerals from the ground?,Symbiosis
5472,Where do the mycorrhyzal fungi go back to after extracting carbon from the air?,Symbiosis
5473,What organism has both cellulose-digesting protozoans and and mycorrhyzal fungi living in their intestines?,Symbiosis
5474,What kind of fungi do coral reef depend on?,Symbiosis
5475,What lives with Ritteri sea anemones?,Symbiosis
5476,What prevents the clownfish from being stung?,Symbiosis
5477,What kind of clownfish eat the Ritteri sea anemones?,Symbiosis
5478,What kind of sea anemone has special mucus to protect the clownfish?,Symbiosis
5479,What organism do the clownfish use their stinging tentacles to protect?,Symbiosis
5480,What type of relationship do Ritteri sea anemones have with anemone-eating fish?,Symbiosis
5481,What species does this shrimp have a relationship with?,Symbiosis
5482,What part of the fish is used to signal danger?,Symbiosis
5483,What is the species of goby that both lives with a shrimp and cleans up ectoparasites on other fish?,Symbiosis
5484,What behavior does the goby exhibit when it does not live with the shrimp?,Symbiosis
5485,What behavior does the shrimp exhibit when it does not live with the goby?,Symbiosis
5486,When a goby fish goes blind what does it become vulnerable to?,Symbiosis
5487,What type of symbiosis seen between bryozoans and hermit crabs?,Symbiosis
5488,What species of crab develops a cirumrotatory growth?,Symbiosis
5489,What relationship is it considered when the bryozoans and hermit crabs do not live in a close relationship?,Symbiosis
5490,Where is the cirumrotatory growth in the crab located?,Symbiosis
5491,What does the bacteria give the worm?,Symbiosis
5492,When were the Galapagos Islands discovered?,Symbiosis
5493,When were the symbiotic bacteria discovered?,Symbiosis
5494,Where does the symbiotic bacteria get nutrition from?,Symbiosis
5495,What is given to the host cell?,Symbiosis
5496,In what manner are the described genetic alternations given to future generations?,Symbiosis
5497,From where does the endosymbiont gain nutrition?,Symbiosis
5498,Who offers a location for the host cell to vertically transmit nutrition?,Symbiosis
5499,When the offspring passes the genetic changes via vertical transmission what does the host cell obtain?,Symbiosis
5500,When the the host favors the endosymbiont's growth process what takes place?,Symbiosis
5501,Where can the specialized cells be found?,Symbiosis
5502,What is the main alteration in an endosymbiont when it adapts to a host?,Symbiosis
5503,What is the term that describes the way the endosymbiont can't go back to its original phenotype?,Symbiosis
5504,What takes place when the host's lifestyle reduces the endosymbiont's genome size?,Symbiosis
5505,What do the insects need for vertical transmission?,Symbiosis
5506,What happens when there is an increase in the effective population sizes for free living bacteria?,Symbiosis
5507,What happens when the DNA/RNA replications are retained?,Symbiosis
5508,"What language do the roots of ""commensal"" come from?",Symbiosis
5509,What type of symbiotic relationship helps one organism and doesn't have a major affect on the other?,Symbiosis
5510,What type of symbiotic relationship happens when there is a major affect on the other organism?,Symbiosis
5511,What takes place when the organisms are neither significantly harmed or helped?,Symbiosis
5512,Commensalism explains a relationship between how many organisms when one gains most of the benefits?,Symbiosis
5513,What word is derived from the medieval English word?,Symbiosis
5514,Who is actually sharing a table?,Symbiosis
5515,What is the term for a relationship where one organism provides a dwelling for the other?,Symbiosis
5516,In what type of relationship does an organism travel by means of another?,Symbiosis
5517,Where do the spiders build their webs on the hermit crabs?,Symbiosis
5518,What occurs when the spider utilizes phoresy with the hermit crab?,Symbiosis
5519,What can commensal relationships between plants and hermit crabs be considered?,Symbiosis
5520,Antagonistic or antipathetic symbiosis are alternate names for what?,Symbiosis
5521,What is it called when organisms are lethal to their host?,Symbiosis
5522,What is it called when parasites need their host to live?,Symbiosis
5523,What relationship happens after a biotrophic relationship occurs from a tick feeding on the blood of its host?,Symbiosis
5524,What is an extremely unsuccessful mode of life?,Symbiosis
5525,How many fungi have at least one parasitic phase in their life cycles?,Symbiosis
5526,What kinds of amensalism are there?,Symbiosis
5527,"When a large tree takes the resources a young tree needs, what type of amensalism is it?",Symbiosis
5528,What does the black walnut give out that kills plants?,Symbiosis
5529,What happens when the sapling can take up rainwater and deplete some soil nutrients?,Symbiosis
5530,What are two types of antibiosis?,Symbiosis
5531,What organisms is the ibex in an amensalistic relationship with?,Symbiosis
5532,What does the Spanish ibex eat?,Symbiosis
5533,What type of relationship is it when large animals crush small plants?,Symbiosis
5534,What happens if a weevil eats from an ibex?,Symbiosis
5535,What happens when the grass causes damage to an animal's hoof?,Symbiosis
5536,What ethnicity are the ibex and the weevils?,Symbiosis
5537,What is altered if the presence of ibex has little detrimental effect on the number of weevil?,Symbiosis
5538,What type of relationship harms both organisms?,Symbiosis
5539,How common is synnecrosis in the natural world?,Symbiosis
5540,Why do bees sting even though it will kill them?,Symbiosis
5541,What happens if a bee does not protect the hive?,Symbiosis
5542,What does the long enduring condition and the interaction eventually cause?,Symbiosis
5543,What always happens to the victims of the bee sting?,Symbiosis
5544,What happens if the bee does not die?,Symbiosis
5545,What far-reaching result do scientists think has come about from symbiosis with bacteria?,Symbiosis
5546,What are eukaryotes?,Symbiosis
5547,What do all organelles have that is their own?,Symbiosis
5548,What has received more attention than other interactions such as predation or competition?,Symbiosis
5549,What does Margulis think is the main driver of evolution?,Symbiosis
5550,Who agrees with Margulis' cooperative view of evolution?,Symbiosis
5551,What is the biologist Darwin famous for?,Symbiosis
5552,What is not considered a driving force behind evolution?,Symbiosis
5553,How big a part did symbiosis have in the development of flowering plants and their pollinators?,Symbiosis
5554,What is the word for the kind of relationship in which a plant depend on a single type of insect?,Symbiosis
5555,What gave rise to a select group of plants?,Symbiosis
5556,What flowering plants in the fossil record had relatively complex flowers?,Symbiosis
5557,What did bats develop to access and collect these rich food sources?,Symbiosis
5558,What did birds develop to access and collect these rich food sources?,Symbiosis
5559,What animals need to be modified in order to be correspondingly adapted?,Symbiosis
5560,When did the change from Old Iranian to Middle Iranian occur?,Iranian_languages
5561,What stage of Iranian languages from 400 BCE to 900 CE includes old Persian?,Iranian_languages
5562,What stage of Iranian language was in use until 400 BCE and included Parthian and Bactrian?,Iranian_languages
5563,Where are the old Iranian languages Parthian and Bactrian from?,Iranian_languages
5564,How many different Iranian languages exist?,Iranian_languages
5565,In what year were there hundred and 50 to 200 Iranian languages,Iranian_languages
5566,What are some of the largest among the 200 Iranian languages?,Iranian_languages
5567,What were their 86 million of in 2008,Iranian_languages
5568,Iranian languages are all said to be derived from which predecessor?,Iranian_languages
5569,From what languages does the word Aryao come?,Iranian_languages
5570,What is any language that descends from ancestral Persian?,Iranian_languages
5571,What word is derived from Sanskrit and Arya?,Iranian_languages
5572,Arya is derived from what ancestral language?,Iranian_languages
5573,When was the phrase Iranian language family first used?,Iranian_languages
5574,Who first used the term Iranian language?,Iranian_languages
5575,When was the phrase Irano-Aryan first used?,Iranian_languages
5576,When did Robert Needham Cust introduced the term Iranian?,Iranian_languages
5577,What did George Abraham Grierson and Christian Lassen contrast?,Iranian_languages
5578,What scholars have revived the term Irano-Aryan,Iranian_languages
5579,What part of the world is it theorized that Indo-Iranian languages came from?,Iranian_languages
5580,What society is a strong contender for the common culture speaking Indo-Iranian?,Iranian_languages
5581,When did the Andronovo culture exist?,Iranian_languages
5582,What other language did most Iranian languages descend from?,Iranian_languages
5583,What language does Proto-Indo Iranian descent from?,Iranian_languages
5584,What language family did Thracian and Balto-Slavic belong to?,Iranian_languages
5585,What Indo-European groups belong to the Satem language family?,Iranian_languages
5586,What language family originated in the mountains of Russia?,Iranian_languages
5587,What language came sometime after the breakup of Proto-Iranian?,Iranian_languages
5588,What language broke up after the second millennium BCE?,Iranian_languages
5589,When did the middle Iranian language begin to break off?,Iranian_languages
5590,What characteristic of Middle Iranian civilization is shown by the number of different languages and their speakers?,Iranian_languages
5591,How many of the Middlie Iranian tongues have remained in existence since ancient time?,Iranian_languages
5592,How many middle Iranian languages are still spoken today?,Iranian_languages
5593,What languages were spoken by a limited number of people?,Iranian_languages
5594,In which historical record does Old Persian appear in exemplary form?,Iranian_languages
5595,When was the Behistun inscription written?,Iranian_languages
5596,During what century was the change from Old to Middle Persian well underway?,Iranian_languages
5597,What dialect was spoken in northwestern Iran,Iranian_languages
5598,What official purpose was Middle Persian being used for in the fourth century BC?,Iranian_languages
5599,What inscription was composed in the 4th Century BC.,Iranian_languages
5600,During what century was the change from old to middle Persian just beginning?,Iranian_languages
5601,What ancient religious document exists in two versions and includes Old Iranian language?,Iranian_languages
5602,What language shows a level of maturity corresponding to Old Avestan?,Iranian_languages
5603,What language shows the same level of development as Younger Avestan?,Iranian_languages
5604,What dialect is the Avesta language from?,Iranian_languages
5605,How many dialects of the Avesta language or there?,Iranian_languages
5606,What religion is vohu daena the contemporary name for?,Iranian_languages
5607,Why did old Persian retained its old characteristics long after the old Iranian languages,Iranian_languages
5608,What language is Carduchi thought to have become?,Iranian_languages
5609,What language to Kurdish become?,Iranian_languages
5610,Who reported vocabulary for old Persian?,Iranian_languages
5611,What are the two main divisions of Iranian tongues?,Iranian_languages
5612,What languages are grouped into northern and southern branches?,Iranian_languages
5613,What language is associated with the Western branch of old Persian?,Iranian_languages
5614,What language is associated with the Eastern branch of Avestan?,Iranian_languages
5615,What were the centers of imperial power in Persia?,Iranian_languages
5616,What elements of Proto-Indo-Iranian did not diverge according to the ensuing split between eastern and western variants?,Iranian_languages
5617,What type of letters are *ć and *dź?,Iranian_languages
5618,What Iranian dialects did not follow the Western and Eastern blocks?,Iranian_languages
5619,What type of valves are c and dz?,Iranian_languages
5620,What languages share a similar situation?,Iranian_languages
5621,What other elements of early Iranian languages problematize the east-west division?,Iranian_languages
5622,What is the linguistic categorization of *ćw and *dźw?,Iranian_languages
5623,What other elements of early Iranian language support the East-West division?,Iranian_languages
5624,Precursors of what subset of Scythian are theorized to have existed?,Iranian_languages
5625,Scythian was the ancestor of what other languages?,Iranian_languages
5626,"Bactrian, Sogdian, and Saka are examples of what type of Iranian language?",Iranian_languages
5627,Which language bears a resemblance to the diversity of eastern Iranian languages?,Iranian_languages
5628,What did the Bactrian language use for writing?,Iranian_languages
5629,"What family includes Bactrain, Sogdian and old Iranian?",Iranian_languages
5630,What script was used for Persian rating?,Iranian_languages
5631,What is another term for Middle Persian?,Iranian_languages
5632,When did Middle Persian start being u sed?,Iranian_languages
5633,What are three languages employed by the Manichaeans?,Iranian_languages
5634,What was the writing of Manichaean documents similar to?,Iranian_languages
5635,Underwood dynasty was old Persian the official language?,Iranian_languages
5636,What are three spoken languages use by the Manchaeans?,Iranian_languages
5637,Latin and Chinese writing were similar to what texts?,Iranian_languages
5638,What language displaced Middle Iranian as the court's official tongue?,Iranian_languages
5639,What was the first dynasty to use Dari?,Iranian_languages
5640,When did the Saffarid dynasty begin using Dari?,Iranian_languages
5641,What area was the name Dari connected to by medieval Iranian thinkers?,Iranian_languages
5642,What religion slowed the spread of the Iranian language?,Iranian_languages
5643,What language do middle Iranian displace is the court's official language?,Iranian_languages
5644,Who stopped using Dari in 875 CE?,Iranian_languages
5645,What was the official dialect of the royalty itself?,Iranian_languages
5646,What was the new form of writing introduced by the spread of Islam?,Iranian_languages
5647,When did usage of Middle Persian script fall off?,Iranian_languages
5648,What script was converted to Latin in the 1920s?,Iranian_languages
5649,When was Tajik script converted to Cyrillic?,Iranian_languages
5650,When did the use of middle Persian script begin?,Iranian_languages
5651,When was Arabic script converted to Latin?,Iranian_languages
5652,What's began the conversion of Arabic script to Cyrillic?,Iranian_languages
5653,What are two languages that were forced out by the spread of Arabic?,Iranian_languages
5654,By what century had the area inhabited by Sarmatians been absorbed by pre-Slavic people?,Iranian_languages
5655,Where can the remnants of Yaghnobi be found?,Iranian_languages
5656,Ossetic is a version of which Scythian language?,Iranian_languages
5657,What language writing to some parts of eastern Iran?,Iranian_languages
5658,What two languages grew alongside Arabic?,Iranian_languages
5659,By what century had the area inhabited by pre-Slavic people been absorbed by the Sarmations?,Iranian_languages
5660,What is used a main source of light for a building during the day?,Lighting
5661,What kind of effects can natural illumination have on a persons psychological?,Lighting
5662,Using natural illumination instead of artificial light sources help with what?,Lighting
5663,What can be used a main source of light for a building during the day?,Lighting
5664,Lamps and light fixtures  are a form of what?,Lighting
5665,What does using natural illumination instead of artificial lighting help with?,Lighting
5666,What is the used to achieve a practical effect?,Lighting
5667,What is considered a key part of interior design?,Lighting
5668,What can be a intrinsic component of landscaping?,Lighting
5669,What type of fixtures are used typically used for indoor lighting?,Lighting
5670,When was fluorescent lighting first available?,Lighting
5671,What type of lighting can be mounted in the ceiling to appear flush?,Lighting
5672,Peking man kindled fire as early as?,Lighting
5673,What is considered the earliest form of artificial lighting?,Lighting
5674,What type of lighting was powered by electricity?,Lighting
5675,When did gas powered street lights became economically available.,Lighting
5676,Street lights help reduce?,Lighting
5677,What can come in a wide variety of styles for various functions?,Lighting
5678,Functioning as holder a light fixture can provide directed light and avoid?,Lighting
5679,How many Kelvins is daylight measured at?,Lighting
5680,What has a color temperature around 2800 to 3000 Kelvin?,Lighting
5681,A lamp with more energy in the yellow and red spectrum are known to be?,Lighting
5682,Who invented track lighting?,Lighting
5683,What feeds all the fixtures in low voltage tracks instead of each light having a line-to-low voltage transformer.,Lighting
5684,What  type of lighting uses lights that are hung or clipped to bare metal cables?,Lighting
5685,What is a uplight used for ambient lighting?,Lighting
5686,What is one type of fixture commonly found in offices?,Lighting
5687,Magnifier lamps are considered what type of lighting? ,Lighting
5688,Normally neon lighting is considered what type of lighting?,Lighting
5689,What do steps in move theater aisles have for safety markings?,Lighting
5690,What are the low wattage lamps being replaced with in movie theaters?,Lighting
5691,What kind of tube are the movie theaters lights enclosed in?,Lighting
5692,What is used to light walkways at night?,Lighting
5693,What kind of lights are being designed for energy efficiency?,Lighting
5694,What kind of light is used to illuminate outdoor playing fields at night?,Lighting
5695,What type of light would be used illuminate the entrance to a property?,Lighting
5696,What color are tail lights?,Lighting
5697,What color are headlamps on a vehicle?,Lighting
5698,When did automakers start using electroluminescent technology to backlight gauges?,Lighting
5699,What color are reversing indicator lamps?,Lighting
5700,What indicates that a driver is intending to change position?,Lighting
5701,Huge much light does a 13 W compact fluorescent lamp produce equivalent to a incandescent light bulb.,Lighting
5702,How many lemuns does a 15 watt fluorescent lamp produce?,Lighting
5703,What is designing as it applies to built environments?,Lighting
5704,Would you consider aesthetic elements alone in architectural lighting design?,Lighting
5705,What is the name of the software sometimes used to help calculate lighting needs in a built environment?,Lighting
5706,What type of factor calculation can be used to find out how much daylight is received in a internal space.,Lighting
5707,What type of paint tends to absorb light?,Lighting
5708,What kind of paint makes a room a room look larger and brighter?,Lighting
5709,What type of study is used to simulate lighting designs?,Lighting
5710,What is prepared prior to the performance for the lighting operator?,Lighting
5711,Motion pictures employee the similar lighting techniques as which other form of lighting?,Lighting
5712,What is a standardized model of human visual brightness?,Lighting
5713,What does CRI stand for?,Lighting
5714,What does GAI stand for?,Lighting
5715,The relative separating of object colors illuminated by a light source is known as?,Lighting
5716,What is typically used to measure light?,Lighting
5717,What measures the amount of light entering the eye?,Lighting
5718,A Daysimeter what type of personal meter?,Lighting
5719,How many days can the Daysimeter gather for analysis?,Lighting
5720,What type of light stimulates the circadian system?,Lighting
5721,What can help reduce energy and usage cost by providing light only when or where it is needed? ,Lighting
5722,What type of standard do newer control systems use? ,Lighting
5723,Does a wireless mesh open standard make installation harder?,Lighting
5724,What sensor controls light with motion sensors? ,Lighting
5725,Would you want to use passive infrared sensor in a area requiring 360-degree coverage?,Lighting
5726,What is the oldest method of interior lighting? ,Lighting
5727,What is a form of solid state lighting?,Lighting
5728,What is the best way to control light emissions of LEDs?,Lighting
5729,What can cause health effects such headache frequency?,Lighting
5730,Maximizing the right amount of light at the appropriate time for elderly may help systems of what? ,Lighting
5731,What happens to the natural carcidan cycle when light-dark patterns are disrupted?,Lighting
5732,Who documented 23 surgical patients assigned rooms looking out on a natural scene?,Lighting
5733,Did the patients with natural scenes have longer postoperative hospital stays?,Lighting
5734,Did patients that have natural scenes require more potent analgesics?,Lighting
5735,What devised a method where kerosene could be distilled from petroleum?,Lighting
5736,What year was it discovered that petroleum could be distilled into kerosene? ,Lighting
5737,What does CFL stand for?,Lighting
5738,Are all CFLs suitable for dimming?,Lighting
5739,How much more power does a standard incandescent bulb use compared to LED?,Lighting
5740,What is the average lifetime of a CFL?,Lighting
5741,How much power does a halogen lamp save compared to a standard blub?,Lighting
5742,What is known as artificial light that is excessive or intrusive?,Lighting
5743,In a battlefield does not have natural light what could you use instead? ,Lighting
5744,Modern warfare has seen the increased use of what? ,Lighting
5745,What can be used by military for targeting?,Lighting
5746,What has eliminated the need for flares on a battlefield?,Lighting
5747,What does the CIE stand for?,Lighting
5748,What does the IESNA stand for? ,Lighting
5749,Who else publishes along with IESNA? ,Lighting
5750,What defines photo metric data?,Lighting
5751,What does IALD stand for?,Lighting
5752,What does PLDA stand for?,Lighting
5753,What was the PLDA formerly known as?,Lighting
5754,Who offers the Lighting Certification Examination? ,Lighting
5755,What other national examinations are available?,Lighting
5756,Where is PLASA based?,Lighting
5757,How many individuals does PLASA represent?,Lighting
5758,Which political practice did Montesquieu originate?,Separation_of_powers_under_the_United_States_Constitution
5759,What document was greatly informed by the idea of separation of powers?,Separation_of_powers_under_the_United_States_Constitution
5760,What was the doctrine called that allowed the three branches of government to check the powers of each other?,Separation_of_powers_under_the_United_States_Constitution
5761,What originates in the writings of the Legislative powers?,Separation_of_powers_under_the_United_States_Constitution
5762,Which philosophy was a great influence on the Legislative branch of government?,Separation_of_powers_under_the_United_States_Constitution
5763,Which document was greatly influenced by the idea of a constitutional government?,Separation_of_powers_under_the_United_States_Constitution
5764,Who was a leading advocate of dividing government into different branches?,Separation_of_powers_under_the_United_States_Constitution
5765,Who was an advocate of separation of powers?,Separation_of_powers_under_the_United_States_Constitution
5766,Who was an opponent of separation of powers?,Separation_of_powers_under_the_United_States_Constitution
5767,During which age did Thomas Hobbes advocate the principle in his writing?,Separation_of_powers_under_the_United_States_Constitution
5768,During which age did John Locke oppose the principle in his writing?,Separation_of_powers_under_the_United_States_Constitution
5769,Who was at the forefront of the opposition towards separating the branches of government?,Separation_of_powers_under_the_United_States_Constitution
5770,What were the two main principles informing the government of the UK?,Separation_of_powers_under_the_United_States_Constitution
5771,"What term describes the status of the different branches of government in Maryland, Virginia, North Carolina and Georgia?",Separation_of_powers_under_the_United_States_Constitution
5772,What country's government served as a model for the United States Government?,Separation_of_powers_under_the_United_States_Constitution
5773,"In the 18th century what function, besides President, did the Delaware President serve? ",Separation_of_powers_under_the_United_States_Constitution
5774,Which political structure served as a model for the United Kingdom government?,Separation_of_powers_under_the_United_States_Constitution
5775,What body consisted of the House of Lords and the House of Majesty;s government?,Separation_of_powers_under_the_United_States_Constitution
5776,In which states did members of the Lord Chancellor's council and judges serve at the same time?,Separation_of_powers_under_the_United_States_Constitution
5777,What is the only branch of U.S. government imbued with lawmaking abilities?,Separation_of_powers_under_the_United_States_Constitution
